sentence,metaphorical_subsets,model_output
"If you've got a cold, drinking lots of tea will flush it out of your system.",['flush it out'],"""If you've got a cold, drinking lots of tea will flush it out of your system.""

- If: NO (conjunction, basic meaning is the same)
- you've: NO (contraction of ""you have,"" basic meaning is the same)
- got: NO (verb, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- cold: NO (noun, basic meaning is the same)
- drinking: NO (verb, basic meaning is the same)
- lots: NO (noun, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- tea: NO (noun, basic meaning is the same)
- will: NO (auxiliary verb, basic meaning is the same)
- flush: YES (verb, more basic meaning refers to cleaning something with a flow of water)
- it: NO (pronoun, basic meaning is the same)
- out: NO (preposition/adverb, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- your: NO (possessive pronoun, basic meaning is the same)
- system: YES (noun, more basic meaning refers to a set of connected things or parts forming a complex whole, especially in a biological or mechanical context)"
There isn't a trace of cowardice in him.,"['trace', 'in']","""There isn't a trace of cowardice in him.""

- There: NO (adverb, basic meaning is the same)
- isn't: NO (contraction of ""is not"", basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- trace: YES (noun, more basic meaning refers to a small amount or mark left by something)
- of: NO (preposition, basic meaning is the same)
- cowardice: NO (noun, basic meaning is the same)
- in: NO (preposition, basic meaning is the same)
- him: NO (pronoun, basic meaning is the same)"
He hasn't got an honest bone in his body.,['an honest bone in his body'],"""He hasn't got an honest bone in his body.""

- He: NO (pronoun, basic meaning is the same)
- hasn't: NO (contraction of ""has not,"" basic meaning is the same)
- got: NO (verb, basic meaning is the same)
- an: NO (article, basic meaning is the same)
- honest: NO (adjective, basic meaning is the same)
- bone: YES (noun, more basic meaning refers to the hard, structural components of a skeleton)
- in: NO (preposition, basic meaning is the same)
- his: NO (possessive pronoun, basic meaning is the same)
- body: NO (noun, basic meaning is the same)"
She's brimming with vim and vigor.,['brimming'],"""She's brimming with vim and vigor.""

- She’s: NO (contraction of ""she is,"" basic meaning is the same)
- brimming: YES (verb, more basic meaning refers to being full to the point of overflowing, often with a liquid)
- with: NO (preposition, basic meaning is the same)
- vim: NO (noun, basic meaning is the same, though it is somewhat archaic)
- and: NO (conjunction, basic meaning is the same)
- vigor: NO (noun, basic meaning is the same)"
She's overflowing with vitality.,['overflowing'],"- She’s: NO (contraction of ""she is"", basic meaning is the same)
- overflowing: YES (verb, more basic meaning refers to a liquid spilling over the edge of a container)
- with: NO (preposition, basic meaning is the same)
- vitality: YES (noun, more basic meaning refers to the state of being strong and active, often related to physical health)"
He's devoid of energy.,['devoid'],"- He’s: NO (contraction of ""he is"", basic meaning is the same)
- devoid: YES (adjective, more basic meaning refers to being empty or lacking something tangible)
- of: NO (preposition, basic meaning is the same)
- energy: YES (noun, more basic meaning refers to physical power or force)"
I don't have any energy left at the end of the day.,"['have', 'left']","""I don't have any energy left at the end of the day.""

- I: NO (pronoun, basic meaning is the same)
- don't: NO (contraction of ""do not,"" basic meaning is the same)
- have: NO (verb, basic meaning is the same)
- any: NO (determiner, basic meaning is the same)
- energy: YES (noun, more basic meaning refers to physical power or force)
- left: NO (verb, basic meaning is the same)
- at: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- end: NO (noun, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- day: NO (noun, basic meaning is the same)"
I'm drained.,['drained'],"- I: NO (pronoun, basic meaning is the same)
- 'm (am): NO (verb, basic meaning is the same)
- drained: YES (adjective, more basic meaning refers to the physical act of removing liquid)"
That took a lot out of me.,['took a lot out of'],"- That: NO (pronoun, basic meaning is the same)
- took: YES (verb, more basic meaning refers to physically taking or grabbing something)
- a: NO (article, basic meaning is the same)
- lot: YES (noun, more basic meaning refers to a large number or amount of something tangible)
- out: YES (preposition, more basic meaning refers to a physical movement from inside to outside)
- of: NO (preposition, basic meaning is the same)
- me: NO (pronoun, basic meaning is the same)"
I've had a full life.,['full'],"- I: NO (pronoun, basic meaning is the same)
- 've (have): NO (contraction of ""have,"" basic meaning is the same)
- had: NO (verb, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- full: YES (adjective, more basic meaning refers to being filled to capacity)
- life: NO (noun, basic meaning is the same)"
Life is empty for him.,['empty'],"- Life: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- empty: YES (adjective, more basic meaning refers to a physical space that is not filled)
- for: NO (preposition, basic meaning is the same)
- him: NO (pronoun, basic meaning is the same)"
There's not much left for him in life.,"['not much left', 'in']","Sure, let's analyze the text ""There's not much left for him in life.""

- There's: NO (contraction of ""there is,"" basic meaning is the same)
- not: NO (adverb, basic meaning is the same)
- much: NO (adjective, basic meaning is the same)
- left: YES (verb, in this context it means ""remaining,"" but a more basic meaning is ""to depart"" or ""to go away"")
- for: NO (preposition, basic meaning is the same)
- him: NO (pronoun, basic meaning is the same)
- in: NO (preposition, basic meaning is the same)
- life: NO (noun, basic meaning is the same)

So, the word ""left"" is the only one in this context that has a more basic contemporary meaning."
Her life is crammed with activities.,['crammed'],"""Her life is crammed with activities.""

- Her: NO (possessive pronoun, basic meaning is the same)
- life: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- crammed: YES (verb, more basic meaning refers to physically filling something tightly)
- with: NO (preposition, basic meaning is the same)
- activities: NO (noun, basic meaning is the same)"
Get the most out of life.,['Get the most out of'],"""Get the most out of life.""
- Get: NO (verb, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- most: YES (adjective, more basic meaning refers to the greatest in amount or degree)
- out: NO (preposition, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- life: YES (noun, more basic meaning refers to the condition that distinguishes animals and plants from inorganic matter)"
His life contained a great deal of sorrow.,['contained'],"- His: NO (possessive pronoun, basic meaning is the same)
- life: NO (noun, basic meaning is the same)
- contained: YES (verb, more basic meaning refers to holding something physically within)
- a: NO (article, basic meaning is the same)
- great: YES (adjective, more basic meaning refers to size or extent)
- deal: YES (noun, more basic meaning refers to an agreement or transaction)
- of: NO (preposition, basic meaning is the same)
- sorrow: NO (noun, basic meaning is the same)"
Live your life to the fullest.,['to the fullest'],"""Live your life to the fullest.""
- Live: YES (verb, more basic meaning refers to being alive or residing somewhere)
- your: NO (possessive pronoun, basic meaning is the same)
- life: NO (noun, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- fullest: YES (adjective, more basic meaning refers to being filled to capacity)"
I'll take my chances.,['take my chances'],"""I'll take my chances.""
- I: NO (pronoun, basic meaning is the same)
- 'll (contraction of ""will""): NO (auxiliary verb, basic meaning is the same)
- take: YES (verb, more basic meaning refers to physically grasping or acquiring something)
- my: NO (possessive pronoun, basic meaning is the same)
- chances: YES (noun, more basic meaning refers to the likelihood of something happening, often in a more concrete or statistical sense)"
The odds are against me.,['odds are against me'],"- The: NO (definite article, basic meaning is the same)
- odds: YES (noun, more basic meaning refers to the likelihood or probability of something happening, often in gambling contexts)
- are: NO (verb, basic meaning is the same)
- against: NO (preposition, basic meaning is the same)
- me: NO (pronoun, basic meaning is the same)"
I've got an ace up my sleeve.,['ace up my sleeve'],"- I: NO (pronoun, basic meaning is the same)
- 've (have): NO (verb, basic meaning is the same)
- got: NO (verb, basic meaning is the same)
- an: NO (article, basic meaning is the same)
- ace: YES (noun, more basic meaning refers to a playing card or a person who excels in a particular area)
- up: NO (preposition, basic meaning is the same)
- my: NO (possessive pronoun, basic meaning is the same)
- sleeve: NO (noun, basic meaning is the same)"
He's holding all the aces.,['holding all the aces'],"- He's: NO (contraction of ""he is,"" basic meaning is the same)
- holding: YES (verb, more basic meaning refers to physically grasping something)
- all: NO (adjective, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- aces: YES (noun, more basic meaning refers to the playing cards or a person who excels in a particular area)"
It's a toss-up.,['toss-up'],"- It's: NO (contraction of ""it is,"" basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- toss-up: YES (noun, more basic meaning refers to the act of tossing something into the air, often a coin)"
"If you play your cards right, you can do it.",['play your cards right'],"""If you play your cards right, you can do it.""

- If: NO (conjunction, basic meaning is the same)
- you: NO (pronoun, basic meaning is the same)
- play: YES (verb, more basic meaning refers to engaging in a game or activity for enjoyment)
- your: NO (possessive pronoun, basic meaning is the same)
- cards: YES (noun, more basic meaning refers to physical playing cards used in games)
- right: YES (adverb, more basic meaning refers to correctness or direction)
- you: NO (pronoun, basic meaning is the same)
- can: NO (verb, basic meaning is the same)
- do: NO (verb, basic meaning is the same)
- it: NO (pronoun, basic meaning is the same)"
He won big.,['won big'],"- He: NO (pronoun, basic meaning is the same)
- won: NO (verb, basic meaning is the same)
- big: YES (adjective, more basic meaning refers to physical size)"
He's a real loser.,['loser'],"- He’s: NO (contraction of ""he is"", basic meaning is the same)
- a: NO (article, basic meaning is the same)
- real: YES (adjective, more basic meaning refers to something that exists or is genuine)
- loser: YES (noun, more basic meaning refers to someone who loses a game or contest)"
Where is he when the chips are down?,['chips are down'],"""Where is he when the chips are down?""

- Where: NO (adverb, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- he: NO (pronoun, basic meaning is the same)
- when: NO (conjunction, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- chips: YES (noun, more basic meaning refers to small pieces of food or material)
- are: NO (verb, basic meaning is the same)
- down: YES (adjective/adverb, more basic meaning refers to a lower position or direction)"
That's my ace in the hole.,['ace in the hole'],"""That's my ace in the hole.""
- That’s: NO (contraction of ""that is,"" basic meaning is the same)
- my: NO (possessive pronoun, basic meaning is the same)
- ace: YES (noun, more basic meaning refers to a playing card or a person who excels at something)
- in: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- hole: YES (noun, more basic meaning refers to an opening or hollow place)"
He's bluffing.,['bluffing'],"- He: NO (pronoun, basic meaning is the same)
- 's: NO (contraction of ""is"", basic meaning is the same)
- bluffing: YES (verb, more basic meaning refers to a steep cliff or a form of deception in card games)"
The president is playing it close to his vest.,['playing it close to his vest'],"""The president is playing it close to his vest.""

- The: NO (definite article, basic meaning is the same)
- president: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- playing: YES (verb, more basic meaning refers to engaging in a game or activity for enjoyment)
- it: NO (pronoun, basic meaning is the same)
- close: YES (adjective, more basic meaning refers to being near in space or time)
- to: NO (preposition, basic meaning is the same)
- his: NO (possessive pronoun, basic meaning is the same)
- vest: YES (noun, more basic meaning refers to a piece of clothing)"
Let's up the ante.,['up the ante'],"- Let's: NO (contraction of ""let us,"" basic meaning is the same)
- up: YES (verb, more basic meaning refers to moving something to a higher position)
- the: NO (definite article, basic meaning is the same)
- ante: YES (noun, more basic meaning refers to a stake put up by a player in poker)"
Maybe we need to sweeten the pot.,['sweeten the pot'],"""Maybe we need to sweeten the pot.""
- Maybe: NO (adverb, basic meaning is the same)
- we: NO (pronoun, basic meaning is the same)
- need: NO (verb, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- sweeten: YES (verb, more basic meaning refers to making something taste sweet)
- the: NO (definite article, basic meaning is the same)
- pot: YES (noun, more basic meaning refers to a container used for cooking)"
I think we should stand pat.,['stand pat'],"""I think we should stand pat.""
- I: NO (pronoun, basic meaning is the same)
- think: NO (verb, basic meaning is the same)
- we: NO (pronoun, basic meaning is the same)
- should: NO (modal verb, basic meaning is the same)
- stand: YES (verb, more basic meaning refers to being in an upright position on one's feet)
- pat: YES (adjective, more basic meaning refers to a light touch or tap)"
That's the luck of the draw.,['the luck of the draw'],"""That's the luck of the draw.""
- That’s: NO (contraction of ""that is,"" basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- luck: NO (noun, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- draw: YES (noun, more basic meaning refers to pulling something out, such as drawing a card from a deck)"
Those are high stakes.,['high stakes'],"- Those: NO (demonstrative pronoun, basic meaning is the same)
- are: NO (verb, basic meaning is the same)
- high: YES (adjective, more basic meaning refers to physical height)
- stakes: YES (noun, more basic meaning refers to wooden or metal posts driven into the ground)"
Mammals developed out of reptiles.,['out of'],"- Mammals: NO (noun, basic meaning is the same)
- developed: YES (verb, more basic meaning refers to growing or becoming more advanced)
- out: NO (preposition, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- reptiles: NO (noun, basic meaning is the same)"
Our present legal system evolved out of English common law.,['out of'],"- Our: NO (possessive pronoun, basic meaning is the same)
- present: YES (adjective, more basic meaning refers to being in a particular place or time)
- legal: NO (adjective, basic meaning is the same)
- system: NO (noun, basic meaning is the same)
- evolved: YES (verb, more basic meaning refers to the biological process of development over generations)
- out: NO (preposition, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- English: NO (adjective, basic meaning is the same)
- common: YES (adjective, more basic meaning refers to something usual or ordinary)
- law: NO (noun, basic meaning is the same)"
Our nation was born out of a desire for freedom.,['born out of'],"- Our: NO (possessive pronoun, basic meaning is the same)
- nation: YES (noun, more basic meaning refers to a large group of people with common descent, history, culture, or language, inhabiting a particular country or territory)
- was: NO (verb, basic meaning is the same)
- born: YES (verb, more basic meaning refers to the physical act of being brought into life)
- out: NO (preposition, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- desire: NO (noun, basic meaning is the same)
- for: NO (preposition, basic meaning is the same)
- freedom: NO (noun, basic meaning is the same)"
His writings are products of his fertile imagination.,['fertile'],"- His: NO (possessive pronoun, basic meaning is the same)
- writings: YES (noun, more basic meaning refers to the physical act of writing or written works)
- are: NO (verb, basic meaning is the same)
- products: YES (noun, more basic meaning refers to tangible items produced or manufactured)
- of: NO (preposition, basic meaning is the same)
- his: NO (possessive pronoun, basic meaning is the same)
- fertile: YES (adjective, more basic meaning refers to the ability to produce abundant vegetation or offspring)
- imagination: NO (noun, basic meaning is the same)"
His experiment spawned a host of new theories.,['spawned'],"- His: NO (possessive pronoun, basic meaning is the same)
- experiment: NO (noun, basic meaning is the same)
- spawned: YES (verb, more basic meaning refers to the production of offspring, especially in fish)
- a: NO (article, basic meaning is the same)
- host: YES (noun, more basic meaning refers to a person who receives or entertains guests)
- of: NO (preposition, basic meaning is the same)
- new: NO (adjective, basic meaning is the same)
- theories: NO (noun, basic meaning is the same)"
Your actions will only breed violence.,['breed'],"""Your actions will only breed violence.""

- Your: NO (possessive pronoun, basic meaning is the same)
- actions: YES (noun, more basic meaning refers to physical acts or deeds)
- will: NO (auxiliary verb, basic meaning is the same)
- only: NO (adverb, basic meaning is the same)
- breed: YES (verb, more basic meaning refers to animals producing offspring)
- violence: NO (noun, basic meaning is the same)"
He hatched a clever scheme.,['hatched'],"- He: NO (pronoun, basic meaning is the same)
- hatched: YES (verb, more basic meaning refers to an egg breaking open and a young animal coming out)
- a: NO (article, basic meaning is the same)
- clever: NO (adjective, basic meaning is the same)
- scheme: YES (noun, more basic meaning refers to a plan or arrangement, often with a negative connotation)"
He conceived a brilliant theory of molecular motion.,['conceived'],"- He: NO (pronoun, basic meaning is the same)
- conceived: YES (verb, more basic meaning refers to becoming pregnant or forming an idea in a more general sense)
- a: NO (article, basic meaning is the same)
- brilliant: YES (adjective, more basic meaning refers to something very bright or shining)
- theory: NO (noun, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- molecular: NO (adjective, basic meaning is the same)
- motion: NO (noun, basic meaning is the same)"
Universities are incubators for new ideas.,['incubators'],"""Universities are incubators for new ideas.""

- Universities: NO (noun, basic meaning is the same)
- are: NO (verb, basic meaning is the same)
- incubators: YES (noun, more basic meaning refers to a device used to keep eggs warm until they hatch)
- for: NO (preposition, basic meaning is the same)
- new: NO (adjective, basic meaning is the same)
- ideas: NO (noun, basic meaning is the same)"
The theory of relativity first saw the light of day in 1905.,['first saw the light of day'],"""The theory of relativity first saw the light of day in 1905.""

- The: NO (definite article, basic meaning is the same)
- theory: YES (noun, more basic meaning refers to a supposition or a system of ideas)
- of: NO (preposition, basic meaning is the same)
- relativity: YES (noun, more basic meaning refers to the state of being relative)
- first: NO (adjective/adverb, basic meaning is the same)
- saw: YES (verb, more basic meaning refers to perceiving with the eyes)
- the: NO (definite article, basic meaning is the same)
- light: YES (noun, more basic meaning refers to the natural agent that makes things visible)
- of: NO (preposition, basic meaning is the same)
- day: NO (noun, basic meaning is the same)
- in: NO (preposition, basic meaning is the same)
- 1905: NO (numeral, basic meaning is the same)"
The University of Chicago was the birthplace of the nuclear age.,['birthplace'],"""The University of Chicago was the birthplace of the nuclear age.""

- The: NO (definite article, basic meaning is the same)
- University: NO (noun, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- Chicago: NO (proper noun, basic meaning is the same)
- was: NO (verb, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- birthplace: YES (noun, more basic meaning refers to the place where someone is born)
- of: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- nuclear: YES (adjective, more basic meaning refers to the nucleus of an atom or nuclear energy)
- age: YES (noun, more basic meaning refers to the length of time that a person has lived or a period of history)"
Edward Teller is the father of the hydrogen bomb.,['father'],"- Edward: NO (proper noun, basic meaning is the same)
- Teller: NO (proper noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- father: YES (noun, more basic meaning refers to a male parent)
- of: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- hydrogen: NO (noun, basic meaning is the same)
- bomb: NO (noun, basic meaning is the same)"
He shot the mayor out of desperation.,['out of'],"- He: NO (pronoun, basic meaning is the same)
- shot: YES (verb, more basic meaning refers to firing a gun or projectile)
- the: NO (definite article, basic meaning is the same)
- mayor: NO (noun, basic meaning is the same)
- out: YES (preposition, more basic meaning refers to movement from inside to outside)
- of: NO (preposition, basic meaning is the same)
- desperation: YES (noun, more basic meaning refers to a state of despair or hopelessness)"
He gave up his career out of love for his family.,['out of'],"""He gave up his career out of love for his family.""

- He: NO (pronoun, basic meaning is the same)
- gave: YES (verb, more basic meaning refers to physically handing something over)
- up: YES (adverb, more basic meaning refers to a direction or position)
- his: NO (possessive pronoun, basic meaning is the same)
- career: YES (noun, more basic meaning refers to a person's profession or occupation)
- out: YES (preposition, more basic meaning refers to a direction or movement away from something)
- of: NO (preposition, basic meaning is the same)
- love: NO (noun, basic meaning is the same)
- for: NO (preposition, basic meaning is the same)
- his: NO (possessive pronoun, basic meaning is the same)
- family: NO (noun, basic meaning is the same)"
His mother nearly went crazy from loneliness.,['from'],"Sure, let's analyze the text ""His mother nearly went crazy from loneliness.""

- His: NO (possessive pronoun, basic meaning is the same)
- mother: NO (noun, basic meaning is the same)
- nearly: NO (adverb, basic meaning is the same)
- went: NO (verb, basic meaning is the same)
- crazy: YES (adjective, more basic meaning refers to being mentally deranged or insane)
- from: NO (preposition, basic meaning is the same)
- loneliness: NO (noun, basic meaning is the same)"
He dropped from exhaustion.,['from'],"- He: NO (pronoun, basic meaning is the same)
- dropped: YES (verb, more basic meaning refers to letting something fall)
- from: NO (preposition, basic meaning is the same)
- exhaustion: NO (noun, basic meaning is the same)"
He became a mathematician out of a passion for order.,['out of'],"- He: NO (pronoun, basic meaning is the same)
- became: NO (verb, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- mathematician: NO (noun, basic meaning is the same)
- out: NO (preposition, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- passion: YES (noun, more basic meaning refers to a strong emotion or feeling, often related to love or desire)
- for: NO (preposition, basic meaning is the same)
- order: YES (noun, more basic meaning refers to an arrangement or sequence, often something that can be seen or organized physically)"
We have set out to prove that bats are birds.,['set out'],"- We: NO (pronoun, basic meaning is the same)
- have: NO (verb, basic meaning is the same)
- set: YES (verb, more basic meaning refers to placing something in a specific position)
- out: NO (adverb, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- prove: NO (verb, basic meaning is the same)
- that: NO (conjunction, basic meaning is the same)
- bats: NO (noun, basic meaning is the same)
- are: NO (verb, basic meaning is the same)
- birds: NO (noun, basic meaning is the same)"
"When we get to the next point, we shall see that philosophy is dead.",['When we get to the next point'],"""When we get to the next point, we shall see that philosophy is dead.""

- When: NO (conjunction, basic meaning is the same)
- we: NO (pronoun, basic meaning is the same)
- get: YES (verb, more basic meaning refers to obtaining or receiving something)
- to: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- next: NO (adjective, basic meaning is the same)
- point: YES (noun, more basic meaning refers to a sharp end or a specific location)
- we: NO (pronoun, basic meaning is the same)
- shall: NO (modal verb, basic meaning is the same)
- see: YES (verb, more basic meaning refers to perceiving with the eyes)
- that: NO (conjunction, basic meaning is the same)
- philosophy: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- dead: YES (adjective, more basic meaning refers to no longer being alive)"
"So far, we've seen that no current theories will work.",['So far'],"""So far, we've seen that no current theories will work.""

- So: NO (adverb, basic meaning is the same)
- far: NO (adverb, basic meaning is the same)
- we've: NO (contraction of ""we have,"" basic meaning is the same)
- seen: YES (verb, more basic meaning refers to perceiving with the eyes)
- that: NO (conjunction, basic meaning is the same)
- no: NO (adjective, basic meaning is the same)
- current: YES (adjective, more basic meaning refers to the flow of water or electricity)
- theories: YES (noun, more basic meaning refers to a supposition or a system of ideas)
- will: NO (modal verb, basic meaning is the same)
- work: YES (verb, more basic meaning refers to physical or mental effort to achieve a result)"
We will proceed in a step-by-step fashion.,"['proceed', 'step-by-step']","- We: NO (pronoun, basic meaning is the same)
- will: NO (auxiliary verb, basic meaning is the same)
- proceed: YES (verb, more basic meaning refers to moving forward physically)
- in: NO (preposition, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- step-by-step: YES (adjective, more basic meaning refers to taking literal steps)
- fashion: YES (noun, more basic meaning refers to style of clothing)"
Our goal is to show that hummingbirds are essential to military defense.,['goal'],"""Our goal is to show that hummingbirds are essential to military defense.""

- Our: NO (possessive pronoun, basic meaning is the same)
- goal: YES (noun, more basic meaning refers to a physical target or endpoint)
- is: NO (verb, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- show: YES (verb, more basic meaning refers to making something visible or displaying)
- that: NO (conjunction, basic meaning is the same)
- hummingbirds: NO (noun, basic meaning is the same)
- are: NO (verb, basic meaning is the same)
- essential: NO (adjective, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- military: NO (adjective, basic meaning is the same)
- defense: YES (noun, more basic meaning refers to physical protection or guarding)"
This observation points the way to an elegant solution.,['points the way to'],"""This observation points the way to an elegant solution.""

- This: NO (demonstrative pronoun, basic meaning is the same)
- observation: YES (noun, more basic meaning refers to the act of observing something with the senses)
- points: YES (verb, more basic meaning refers to indicating a direction with a finger or object)
- the: NO (definite article, basic meaning is the same)
- way: YES (noun, more basic meaning refers to a physical path or route)
- to: NO (preposition, basic meaning is the same)
- an: NO (indefinite article, basic meaning is the same)
- elegant: YES (adjective, more basic meaning refers to something physically graceful or stylish)
- solution: YES (noun, more basic meaning refers to a liquid mixture or the act of solving a problem)"
We have arrived at a disturbing conclusion.,['arrived at'],"""We have arrived at a disturbing conclusion.""
- We: NO (pronoun, basic meaning is the same)
- have: NO (verb, basic meaning is the same)
- arrived: YES (verb, more basic meaning refers to reaching a physical destination)
- at: NO (preposition, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- disturbing: YES (adjective, more basic meaning refers to causing physical discomfort or distress)
- conclusion: YES (noun, more basic meaning refers to the end or finish of an event or process)"
He strayed from the line of the argument.,['strayed from the line of the argument'],"- He: NO (pronoun, basic meaning is the same)
- strayed: YES (verb, more basic meaning refers to moving away from a path or place)
- from: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- line: YES (noun, more basic meaning refers to a long, narrow mark or band)
- of: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)"
Do you follow my argument?,['follow'],"- Do: NO (verb, basic meaning is the same)
- you: NO (pronoun, basic meaning is the same)
- follow: YES (verb, more basic meaning refers to moving behind someone or something)
- my: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)"
We covered a lot of ground.,['covered'],"- We: NO (pronoun, basic meaning is the same)
- covered: YES (verb, more basic meaning refers to placing something over something else)
- a: NO (article, basic meaning is the same)
- lot: YES (noun, more basic meaning refers to a piece of land or a large number of items)
- of: NO (preposition, basic meaning is the same)
- ground: YES (noun, more basic meaning refers to the solid surface of the earth)"
We have already covered those points.,['covered'],"""We have already covered those points.""
- We: NO (pronoun, basic meaning is the same)
- have: NO (verb, basic meaning is the same)
- already: NO (adverb, basic meaning is the same)
- covered: YES (verb, more basic meaning refers to placing something over something else)
- those: NO (demonstrative pronoun, basic meaning is the same)
- points: YES (noun, more basic meaning refers to a specific location or a sharp end)"
We have covered a lot of ground in our argument.,"['covered', 'ground']","""We have covered a lot of ground in our argument.""
- We: NO (pronoun, basic meaning is the same)
- have: NO (verb, basic meaning is the same)
- covered: YES (verb, more basic meaning refers to placing something over something else)
- a: NO (article, basic meaning is the same)
- lot: NO (noun, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- ground: YES (noun, more basic meaning refers to the surface of the earth)
- in: NO (preposition, basic meaning is the same)
- our: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)"
Let's go back to over the argument again.,['over'],"- Let's: NO (contraction of ""let us,"" basic meaning is the same)
- go: NO (verb, basic meaning is the same)
- back: NO (adverb, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- over: YES (preposition, more basic meaning refers to a physical position above something)
- the: NO (definite article, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)"
You're getting off the subject.,['off'],"- You: NO (pronoun, basic meaning is the same)
- 're (are): NO (verb, basic meaning is the same)
- getting: YES (verb, more basic meaning refers to obtaining or receiving something)
- off: YES (preposition, more basic meaning refers to physical separation or removal)
- the: NO (definite article, basic meaning is the same)
- subject: YES (noun, more basic meaning refers to a person or thing being discussed or described)"
You're really onto something there.,['onto'],"- You: NO (pronoun, basic meaning is the same)
- 're (are): NO (verb, basic meaning is the same)
- really: NO (adverb, basic meaning is the same)
- onto: YES (preposition, more basic meaning refers to physical movement or position on a surface)
- something: YES (pronoun, more basic meaning refers to an unspecified object or thing)
- there: NO (adverb, basic meaning is the same)"
We're well on our way to solving this problem.,"['on', 'way']","""We're well on our way to solving this problem.""

- We: NO (pronoun, basic meaning is the same)
- 're (are): NO (verb, basic meaning is the same)
- well: YES (adverb, more basic meaning refers to a state of being in good health)
- on: NO (preposition, basic meaning is the same)
- our: NO (possessive pronoun, basic meaning is the same)
- way: YES (noun, more basic meaning refers to a physical path or route)
- to: NO (preposition, basic meaning is the same)
- solving: YES (verb, more basic meaning refers to finding a solution to a problem, but in a more concrete sense, such as solving a puzzle)
- this: NO (demonstrative pronoun, basic meaning is the same)
- problem: NO (noun, basic meaning is the same)"
Your argument doesn't have much content.,['content'],"- Your: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- doesn't: NO (contraction of ""does not,"" basic meaning is the same)
- have: NO (verb, basic meaning is the same)
- much: NO (adjective, basic meaning is the same)
- content: YES (noun, more basic meaning refers to the substance or material contained within something, like the contents of a box)"
That argument has holes in it.,['has holes in it'],"- That: NO (demonstrative pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- has: NO (verb, basic meaning is the same)
- holes: YES (noun, more basic meaning refers to physical openings or gaps)
- in: NO (preposition, basic meaning is the same)
- it: NO (pronoun, basic meaning is the same)"
