sentence,metaphorical_subsets,model_output
His life contained a great deal of sorrow.,['contained'],"- His: NO (possessive pronoun, basic meaning is the same)
- life: NO (noun, basic meaning is the same)
- contained: YES (verb, more basic meaning refers to physically holding or enclosing something)
- a: NO (indefinite article, basic meaning is the same)
- great: NO (adjective, basic meaning is the same)
- deal: YES (noun, more basic meaning refers to a business transaction or agreement)
- of: NO (preposition, basic meaning is the same)
- sorrow: NO (noun, basic meaning is the same)"
Live your life to the fullest.,['to the fullest'],"- Live: NO (verb, basic meaning is the same)
- your: NO (possessive pronoun, basic meaning is the same)
- life: NO (noun, basic meaning is the same)
- to the fullest: NO (idiomatic expression, basic meaning is the same)"
I'll take my chances.,['take my chances'],"- I'll: NO (contraction of ""I will,"" basic meaning is the same)
- take: NO (verb, basic meaning is the same)
- my: NO (possessive pronoun, basic meaning is the same)
- chances: NO (noun, basic meaning is the same)"
The odds are against me.,['odds are against me'],"- The: NO (definite article, basic meaning is the same)
- odds: YES (noun, more basic meaning refers to probability or chance)
- are: NO (verb, basic meaning is the same)
- against: NO (preposition, basic meaning is the same)
- me: NO (pronoun, basic meaning is the same)"
I've got an ace up my sleeve.,['ace up my sleeve'],"- I've: NO (contraction, basic meaning is the same)
- got: NO (verb, basic meaning is the same)
- an: NO (article, basic meaning is the same)
- ace: YES (noun, more basic meaning refers to a playing card with a single pip)
- up: NO (adverb, basic meaning is the same)
- my: NO (possessive pronoun, basic meaning is the same)
- sleeve: YES (noun, more basic meaning refers to the part of a garment that covers the arm)"
He's holding all the aces.,['holding all the aces'],"- He's: NO (pronoun, basic meaning is the same)
- holding: YES (verb, more basic meaning refers to physically grasping or gripping something)
- all: NO (adjective, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- aces: YES (noun, more basic meaning refers to the playing cards with a single spot on them)"
It's a toss-up.,['toss-up'],"- It's: NO (pronoun, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- toss-up: YES (noun, more basic meaning refers to a method of deciding something by tossing a coin)"
"If you play your cards right, you can do it.",['play your cards right'],"- If: NO (conjunction, basic meaning is the same)
- you: NO (pronoun, basic meaning is the same)
- play: YES (verb, more basic meaning refers to engaging in a game or sport)
- your: NO (possessive pronoun, basic meaning is the same)
- cards: YES (noun, more basic meaning refers to a physical object used in games)
- right: NO (adjective/adverb, basic meaning is the same)
- can: NO (verb, basic meaning is the same)
- do: NO (verb, basic meaning is the same)
- it: NO (pronoun, basic meaning is the same)"
He won big.,['won big'],"- He: NO (pronoun, basic meaning is the same)
- won: NO (verb, basic meaning is the same)
- big: YES (adjective, more basic meaning refers to size)"
He's a real loser.,['loser'],"- He's: NO (pronoun, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- real: NO (adjective, basic meaning is the same)
- loser: NO (noun, basic meaning is the same)"
Where is he when the chips are down?,['chips are down'],"- Where: NO (adverb, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- he: NO (pronoun, basic meaning is the same)
- when: NO (conjunction, basic meaning is the same)
- the: NO (article, basic meaning is the same)
- chips: YES (noun, more basic meaning refers to small pieces of food like potato chips)
- are: NO (verb, basic meaning is the same)
- down: NO (adverb, basic meaning is the same)"
That's my ace in the hole.,['ace in the hole'],"- That's: NO (pronoun, basic meaning is the same)
- my: NO (possessive pronoun, basic meaning is the same)
- ace: YES (noun, more basic meaning refers to a playing card with a single pip)
- in: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- hole: YES (noun, more basic meaning refers to an opening or hollow space)"
He's bluffing.,['bluffing'],"- He's: NO (pronoun, basic meaning is the same)
- bluffing: NO (verb, basic meaning is the same)"
The president is playing it close to his vest.,['playing it close to his vest'],"- The: NO (definite article, basic meaning is the same)
- president: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- playing: YES (verb, more basic meaning refers to engaging in a game or sport)
- it: NO (pronoun, basic meaning is the same)
- close: YES (adjective, more basic meaning refers to near proximity)
- to: NO (preposition, basic meaning is the same)
- his: NO (possessive pronoun, basic meaning is the same)
- vest: YES (noun, more basic meaning refers to a sleeveless garment worn over other clothing)"
Let's up the ante.,['up the ante'],"- Let's: NO (verb, basic meaning is the same)
- up: NO (adverb, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- ante: YES (noun, more basic meaning refers to a stake in gambling)"
Maybe we need to sweeten the pot.,['sweeten the pot'],"- Maybe: NO (adverb, basic meaning is the same)
- we: NO (pronoun, basic meaning is the same)
- need: NO (verb, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- sweeten: YES (verb, more basic meaning refers to adding sugar or making something sweet)
- the: NO (definite article, basic meaning is the same)
- pot: YES (noun, more basic meaning refers to a container for cooking or serving food)"
I think we should stand pat.,['stand pat'],"- I: NO (pronoun, basic meaning is the same)
- think: NO (verb, basic meaning is the same)
- we: NO (pronoun, basic meaning is the same)
- should: NO (modal verb, basic meaning is the same)
- stand pat: YES (verb phrase, more basic meaning refers to staying in the same position or maintaining the status quo)"
That's the luck of the draw.,['the luck of the draw'],"- That's: NO (pronoun, basic meaning is the same)
- the: NO (article, basic meaning is the same)
- luck: NO (noun, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- the draw: YES (phrase, more basic meaning refers to selecting a card or ticket randomly)"
Those are high stakes.,['high stakes'],"- Those: NO (pronoun, basic meaning is the same)
- are: NO (verb, basic meaning is the same)
- high: NO (adjective, basic meaning is the same)
- stakes: YES (noun, more basic meaning refers to a stick or post)"
Mammals developed out of reptiles.,['out of'],"- Mammals: NO (noun, basic meaning is the same)
- developed: YES (verb, more basic meaning refers to growth or progress)
- out of: NO (preposition, basic meaning is the same)
- reptiles: NO (noun, basic meaning is the same)"
Our present legal system evolved out of English common law.,['out of'],"- Our: NO (possessive determiner, basic meaning is the same)
- present: NO (adjective, basic meaning is the same)
- legal: NO (adjective, basic meaning is the same)
- system: NO (noun, basic meaning is the same)
- evolved: YES (verb, more basic meaning refers to development or change over time)
- out of: NO (preposition, basic meaning is the same)
- English: NO (adjective, basic meaning is the same)
- common: YES (adjective, more basic meaning refers to something shared by all)
- law: NO (noun, basic meaning is the same)"
Our nation was born out of a desire for freedom.,['born out of'],"- Our: NO (possessive determiner, basic meaning is the same)
- nation: NO (noun, basic meaning is the same)
- was: NO (verb, basic meaning is the same)
- born: YES (verb, more basic meaning refers to the act of giving birth)
- out: NO (preposition, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- desire: YES (noun, more basic meaning refers to a strong feeling of wanting something)
- for: NO (preposition, basic meaning is the same)
- freedom: NO (noun, basic meaning is the same)"
His writings are products of his fertile imagination.,['fertile'],"- His: NO (possessive pronoun, basic meaning is the same)
- writings: NO (noun, basic meaning is the same)
- are: NO (verb, basic meaning is the same)
- products: YES (noun, more basic meaning refers to goods that are made or manufactured)
- of: NO (preposition, basic meaning is the same)
- his: NO (possessive pronoun, basic meaning is the same)
- fertile: YES (adjective, more basic meaning refers to land that is able to produce abundant crops)
- imagination: NO (noun, basic meaning is the same)"
His experiment spawned a host of new theories.,['spawned'],"- His: NO (possessive pronoun, basic meaning is the same)
- experiment: NO (noun, basic meaning is the same)
- spawned: YES (verb, more basic meaning refers to the act of producing offspring)
- a: NO (indefinite article, basic meaning is the same)
- host: YES (noun, more basic meaning refers to a large group of people or things)
- of: NO (preposition, basic meaning is the same)
- new: NO (adjective, basic meaning is the same)
- theories: NO (noun, basic meaning is the same)"
Your actions will only breed violence.,['breed'],"- Your: NO (possessive pronoun, basic meaning is the same)
- actions: NO (noun, basic meaning is the same)
- will: NO (modal verb, basic meaning is the same)
- only: NO (adverb, basic meaning is the same)
- breed: YES (verb, more basic meaning refers to producing offspring in animals)
- violence: NO (noun, basic meaning is the same)"
He hatched a clever scheme.,['hatched'],"- He: NO (pronoun, basic meaning is the same)
- hatched: YES (verb, more basic meaning refers to a bird coming out of an egg)
- a: NO (article, basic meaning is the same)
- clever: NO (adjective, basic meaning is the same)
- scheme: NO (noun, basic meaning is the same)"
He conceived a brilliant theory of molecular motion.,['conceived'],"- He: NO (pronoun, basic meaning is the same)
- conceived: YES (verb, more basic meaning refers to becoming pregnant)
- a: NO (article, basic meaning is the same)
- brilliant: NO (adjective, basic meaning is the same)
- theory: NO (noun, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- molecular: NO (adjective, basic meaning is the same)
- motion: NO (noun, basic meaning is the same)"
Universities are incubators for new ideas.,['incubators'],"- Universities: NO (noun, basic meaning is the same)
- are: NO (verb, basic meaning is the same)
- incubators: YES (noun, more basic meaning refers to a device for maintaining the optimal conditions for growth and development, like for premature babies or cultures in a lab)
- for: NO (preposition, basic meaning is the same)
- new: NO (adjective, basic meaning is the same)
- ideas: NO (noun, basic meaning is the same)"
The theory of relativity first saw the light of day in 1905.,['first saw the light of day'],"- The: NO (definite article, basic meaning is the same)
- theory: NO (noun, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- relativity: NO (noun, basic meaning is the same)
- first: NO (adverb, basic meaning is the same)
- saw: YES (verb, more basic meaning refers to using sight to perceive something)
- the: NO (definite article, basic meaning is the same)
- light: YES (noun, more basic meaning refers to the natural agent that makes things visible)
- of: NO (preposition, basic meaning is the same)
- day: YES (noun, more basic meaning refers to the time between sunrise and sunset)"
The University of Chicago was the birthplace of the nuclear age.,['birthplace'],"- The: NO (definite article, basic meaning is the same)
- University: NO (noun, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- Chicago: NO (noun, basic meaning is the same)
- was: NO (verb, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- birthplace: YES (noun, more basic meaning refers to the place where someone was born)
- of: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- nuclear: YES (adjective, more basic meaning refers to the nucleus of an atom)
- age: NO (noun, basic meaning is the same)"
Edward Teller is the father of the hydrogen bomb.,['father'],"- Edward: NO (proper noun, basic meaning is the same)
- Teller: NO (proper noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- the: NO (article, basic meaning is the same)
- father: YES (noun, more basic meaning refers to a male parent)
- of: NO (preposition, basic meaning is the same)
- the: NO (article, basic meaning is the same)
- hydrogen: NO (noun, basic meaning is the same)
- bomb: NO (noun, basic meaning is the same)"
He shot the mayor out of desperation.,['out of'],"- He: NO (pronoun, basic meaning is the same)
- shot: YES (verb, more basic meaning refers to firing a gun or weapon)
- the: NO (definite article, basic meaning is the same)
- mayor: NO (noun, basic meaning is the same)
- out of: NO (preposition, basic meaning is the same)
- desperation: NO (noun, basic meaning is the same)"
He gave up his career out of love for his family.,['out of'],"- He: NO (pronoun, basic meaning is the same)
- gave up: YES (phrasal verb, more basic meaning refers to surrendering or quitting)
- his: NO (possessive pronoun, basic meaning is the same)
- career: NO (noun, basic meaning is the same)
- out of: NO (preposition, basic meaning is the same)
- love: NO (noun, basic meaning is the same)
- for: NO (preposition, basic meaning is the same)
- family: NO (noun, basic meaning is the same)"
His mother nearly went crazy from loneliness.,['from'],"- His: NO (possessive pronoun, basic meaning is the same)
- mother: NO (noun, basic meaning is the same)
- nearly: NO (adverb, basic meaning is the same)
- went: YES (verb, more basic meaning refers to physical movement)
- crazy: YES (adjective, more basic meaning refers to being mentally ill or insane)
- from: NO (preposition, basic meaning is the same)
- loneliness: NO (noun, basic meaning is the same)"
He dropped from exhaustion.,['from'],"- He: NO (pronoun, basic meaning is the same)
- dropped: YES (verb, more basic meaning refers to letting something fall)
- from: NO (preposition, basic meaning is the same)
- exhaustion: NO (noun, basic meaning is the same)"
He became a mathematician out of a passion for order.,['out of'],"- He: NO (pronoun, basic meaning is the same)
- became: NO (verb, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- mathematician: YES (noun, more basic meaning refers to someone who practices mathematics)
- out of: NO (preposition, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- passion: YES (noun, more basic meaning refers to a strong and barely controllable emotion)
- for: NO (preposition, basic meaning is the same)
- order: YES (noun, more basic meaning refers to the arrangement or disposition of people or things in relation to each other)"
We have set out to prove that bats are birds.,['set out'],"- We: NO (pronoun, basic meaning is the same)
- have: NO (verb, basic meaning is the same)
- set out: YES (phrasal verb, more basic meaning refers to starting a journey)
- to: NO (preposition, basic meaning is the same)
- prove: NO (verb, basic meaning is the same)
- that: NO (conjunction, basic meaning is the same)
- bats: YES (noun, more basic meaning refers to the flying mammal)
- are: NO (verb, basic meaning is the same)
- birds: YES (noun, more basic meaning refers to feathered creatures)"
"When we get to the next point, we shall see that philosophy is dead.",['When we get to the next point'],"- When: NO (conjunction, basic meaning is the same)
- we: NO (pronoun, basic meaning is the same)
- get: YES (verb, more basic meaning refers to obtaining or receiving)
- to: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- next: YES (adjective, more basic meaning refers to being immediately following in order)
- point: YES (noun, more basic meaning refers to a sharp or tapered end)
- shall: NO (modal verb, basic meaning is the same)
- see: YES (verb, more basic meaning refers to perceiving with the eyes)
- that: NO (conjunction, basic meaning is the same)
- philosophy: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- dead: YES (adjective, more basic meaning refers to no longer being alive)"
"So far, we've seen that no current theories will work.",['So far'],"- So: NO (adverb, basic meaning is the same)
- far: NO (adverb, basic meaning is the same)
- we've: NO (contraction, basic meaning is the same)
- seen: YES (verb, more basic meaning refers to visual perception)
- that: NO (conjunction, basic meaning is the same)
- no: NO (determiner, basic meaning is the same)
- current: NO (adjective, basic meaning is the same)
- theories: NO (noun, basic meaning is the same)
- will: NO (verb, basic meaning is the same)
- work: YES (verb, more basic meaning refers to physical or mental effort)"
We will proceed in a step-by-step fashion.,"['proceed', 'step-by-step']","- We: NO (pronoun, basic meaning is the same)
- will: NO (verb, basic meaning is the same)
- proceed: YES (verb, more basic meaning refers to physically moving forward)
- in: NO (preposition, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- step-by-step: YES (adverb, more basic meaning refers to physically taking one step after another)
- fashion: NO (noun, basic meaning is the same)"
Our goal is to show that hummingbirds are essential to military defense.,['goal'],"- Our: NO (possessive determiner, basic meaning is the same)
- goal: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- show: YES (verb, more basic meaning refers to presenting or displaying)
- that: NO (conjunction, basic meaning is the same)
- hummingbirds: YES (noun, more basic meaning refers to the bird species)
- are: NO (verb, basic meaning is the same)
- essential: YES (adjective, more basic meaning refers to being absolutely necessary)
- to: NO (preposition, basic meaning is the same)
- military: YES (adjective, more basic meaning refers to relating to the armed forces)
- defense: YES (noun, more basic meaning refers to protection from harm)"
This observation points the way to an elegant solution.,['points the way to'],"- This: NO (demonstrative pronoun, basic meaning is the same)
- observation: NO (noun, basic meaning is the same)
- points: YES (verb, more basic meaning refers to physically indicating or directing)
- the: NO (definite article, basic meaning is the same)
- way: YES (noun, more basic meaning refers to a path or route)
- to: NO (preposition, basic meaning is the same)
- an: NO (indefinite article, basic meaning is the same)
- elegant: NO (adjective, basic meaning is the same)
- solution: NO (noun, basic meaning is the same)"
We have arrived at a disturbing conclusion.,['arrived at'],"- We: NO (pronoun, basic meaning is the same)
- have: NO (verb, basic meaning is the same)
- arrived: YES (verb, more basic meaning refers to physically reaching a destination)
- at: NO (preposition, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- disturbing: YES (adjective, more basic meaning refers to causing anxiety or unease)
- conclusion: NO (noun, basic meaning is the same)"
He strayed from the line of the argument.,['strayed from the line of the argument'],"- He: NO (pronoun, basic meaning is the same)
- strayed: YES (verb, more basic meaning refers to wandering off course)
- from: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- line: YES (noun, more basic meaning refers to a mark or stroke)
- of: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)"
Do you follow my argument?,['follow'],"- Do: NO (verb, basic meaning is the same)
- you: NO (pronoun, basic meaning is the same)
- follow: YES (verb, more basic meaning refers to physically moving behind someone or something)
- my: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)"
We covered a lot of ground.,['covered'],"- We: NO (pronoun, basic meaning is the same)
- covered: YES (verb, more basic meaning refers to placing something over to protect or conceal)
- a: NO (article, basic meaning is the same)
- lot: NO (noun, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- ground: NO (noun, basic meaning is the same)"
We have already covered those points.,['covered'],"- We: NO (pronoun, basic meaning is the same)
- have: NO (verb, basic meaning is the same)
- already: NO (adverb, basic meaning is the same)
- covered: YES (verb, more basic meaning refers to physically placing something over an object)
- those: NO (demonstrative pronoun, basic meaning is the same)
- points: YES (noun, more basic meaning refers to sharp ends or tips)"
We have covered a lot of ground in our argument.,"['covered', 'ground']","- We: NO (pronoun, basic meaning is the same)
- have: NO (verb, basic meaning is the same)
- covered: YES (verb, more basic meaning refers to physically placing something over something else)
- a: NO (article, basic meaning is the same)
- lot: NO (noun, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- ground: YES (noun, more basic meaning refers to the solid surface of the earth)"
Let's go back to over the argument again.,['over'],"- Let's: NO (contraction of ""let us,"" basic meaning is the same)
- go: NO (verb, basic meaning is the same)
- back: NO (adverb, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- over: YES (preposition, more basic meaning refers to being positioned above something)
- the: NO (definite article, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)"
You're getting off the subject.,['off'],"- You're: NO (contraction, basic meaning is the same)
- getting: NO (verb, basic meaning is the same)
- off: YES (preposition, more basic meaning refers to physical separation or removal)
- the: NO (definite article, basic meaning is the same)
- subject: NO (noun, basic meaning is the same)"
You're really onto something there.,['onto'],"- You're: NO (contraction of ""you are,"" basic meaning is the same)
- really: NO (adverb, basic meaning is the same)
- onto: YES (preposition, more basic meaning refers to physical movement onto something)
- something: NO (pronoun, basic meaning is the same)
- there: NO (adverb, basic meaning is the same)"
We're well on our way to solving this problem.,"['on', 'way']","- We're: NO (contraction of ""we are,"" basic meaning is the same)
- well: NO (adverb, basic meaning is the same)
- on: NO (preposition, basic meaning is the same)
- our: NO (possessive pronoun, basic meaning is the same)
- way: NO (noun, basic meaning is the same)
- solving: YES (verb, more basic meaning refers to finding a solution) 
- this: NO (demonstrative pronoun, basic meaning is the same)
- problem: NO (noun, basic meaning is the same)"
Your argument doesn't have much content.,['content'],"- Your: NO (possessive determiner, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- doesn't: NO (contraction of does not, basic meaning is the same)
- have: NO (verb, basic meaning is the same)
- much: NO (adverb, basic meaning is the same)
- content: YES (noun, more basic meaning refers to the substance or material within something)"
That argument has holes in it.,['has holes in it'],"- That: NO (demonstrative pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- has: NO (verb, basic meaning is the same)
- holes: YES (noun, more basic meaning refers to an opening or gap)
- in: NO (preposition, basic meaning is the same)
- it: NO (pronoun, basic meaning is the same)"
"You don't have much of an argument, but his objections have even less substance.","['much of', 'less substance']","- You: NO (pronoun, basic meaning is the same)
- don't: NO (contraction, basic meaning is the same)
- have: NO (verb, basic meaning is the same)
- much: NO (adverb, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- an: NO (article, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- but: NO (conjunction, basic meaning is the same)
- his: NO (possessive pronoun, basic meaning is the same)
- objections: YES (noun, more basic meaning refers to the act of objecting)
- have: NO (verb, basic meaning is the same)
- even: NO (adverb, basic meaning is the same)
- less: NO (adjective, basic meaning is the same)
- substance: YES (noun, more basic meaning refers to physical matter)"
Your argument is vacuous.,['vacuous'],"- Your: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- vacuous: YES (adjective, more basic meaning refers to being empty or void)"
I'm tired of your empty arguments.,['empty'],"- I'm: NO (contraction of ""I am,"" basic meaning is the same)
- tired: NO (adjective, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- your: NO (possessive pronoun, basic meaning is the same)
- empty: YES (adjective, more basic meaning refers to lacking contents or being hollow)
- arguments: NO (noun, basic meaning is the same)"
You won't find that idea in his argument.,"['find', 'in']","- You: NO (pronoun, basic meaning is the same)
- won't: NO (verb, basic meaning is the same)
- find: NO (verb, basic meaning is the same)
- that: NO (demonstrative pronoun, basic meaning is the same)
- idea: NO (noun, basic meaning is the same)
- in: NO (preposition, basic meaning is the same)
- his: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)"
That conclusion falls out of my argument.,['falls out of'],"- That: NO (demonstrative pronoun, basic meaning is the same)
- conclusion: NO (noun, basic meaning is the same)
- falls: YES (verb, more basic meaning refers to dropping or descending)
- out: YES (adverb, more basic meaning refers to outside or away from)
- of: NO (preposition, basic meaning is the same)
- my: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)"
Your argument won't hold water.,"[""won't hold water""]","- Your: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- won't: NO (contraction of ""will not,"" basic meaning is the same)
- hold water: YES (idiomatic expression, more basic meaning refers to something being able to contain liquid)"
Those points are central to the argument – the rest is peripheral.,"['central', 'peripheral']","- Those: NO (demonstrative pronoun, basic meaning is the same)
- points: NO (noun, basic meaning is the same)
- are: NO (verb, basic meaning is the same)
- central: YES (adjective, more basic meaning refers to being in the middle or at the center)
- to: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- rest: YES (noun, more basic meaning refers to what is left after everything else has been used)
- is: NO (verb, basic meaning is the same)
- peripheral: YES (adjective, more basic meaning refers to being on the edge or periphery)"
I still haven't gotten to the core of his argument.,['core'],"- I: NO
- still: NO
- haven't: NO
- gotten: YES (verb, more basic meaning refers to obtaining or receiving)
- to: NO
- the: NO
- core: YES (noun, more basic meaning refers to the central or innermost part)
- of: NO
- his: NO
- argument: NO"
At this point our argument doesn't have much content.,"['At this point', 'much content']","- At: NO (preposition, basic meaning is the same)
- this: NO (demonstrative pronoun, basic meaning is the same)
- point: YES (noun, more basic meaning refers to a sharp or tapered end)
- our: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- doesn't: NO (contraction of does not, basic meaning is the same)
- have: NO (verb, basic meaning is the same)
- much: NO (adverb, basic meaning is the same)
- content: YES (noun, more basic meaning refers to the substance or material within something)"
"In what we've done so far, we have provided the core of our argument.","['In', 'so far', 'core']","- In: NO (preposition, basic meaning is the same)
- what: NO (pronoun, basic meaning is the same)
- we: NO (pronoun, basic meaning is the same)
- 've: NO (contraction, basic meaning is the same)
- done: YES (verb, more basic meaning refers to completing an action)
- so: NO (adverb, basic meaning is the same)
- far: NO (adverb, basic meaning is the same)
- have: NO (verb, basic meaning is the same)
- provided: YES (verb, more basic meaning refers to supplying or furnishing)
- the: NO (definite article, basic meaning is the same)
- core: YES (noun, more basic meaning refers to the central or innermost part)
- of: NO (preposition, basic meaning is the same)
- our: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)"
"If we keep going the way we're going, we'll fit all the facts in.","[""going the way we're going"", 'fit all the facts in']","- If: NO (conjunction, basic meaning is the same)
- we: NO (pronoun, basic meaning is the same)
- keep: YES (verb, more basic meaning refers to physically retaining something)
- going: YES (verb, more basic meaning refers to physically moving)
- the: NO (definite article, basic meaning is the same)
- way: YES (noun, more basic meaning refers to a path or route)
- we're: NO (contraction, basic meaning is the same)
- we'll: NO (contraction, basic meaning is the same)
- fit: YES (verb, more basic meaning refers to physically accommodating something)
- all: NO (determiner, basic meaning is the same)
- facts: NO (noun, basic meaning is the same)
- in: NO (preposition, basic meaning is the same)"
We've got the framework for a solid argument.,"['framework', 'solid']","- We've: NO (contraction, basic meaning is the same)
- got: NO (verb, basic meaning is the same)
- the: NO (article, basic meaning is the same)
- framework: YES (noun, more basic meaning refers to a physical structure or support)
- for: NO (preposition, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- solid: YES (adjective, more basic meaning refers to a physical state or substance)
- argument: NO (noun, basic meaning is the same)"
"If you don't support your argument with solid facts, the whole thing will collapse.","['support', 'solid', 'collapse']","- If: NO (conjunction, basic meaning is the same)
- you: NO (pronoun, basic meaning is the same)
- don't: NO (contraction, basic meaning is the same)
- support: YES (verb, more basic meaning refers to holding something up physically)
- your: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- with: NO (preposition, basic meaning is the same)
- solid: YES (adjective, more basic meaning refers to being firm or hard)
- facts: NO (noun, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- whole: YES (adjective, more basic meaning refers to complete or entire)
- thing: YES (noun, more basic meaning refers to an object)
- will: NO (modal verb, basic meaning is the same)
- collapse: YES (verb, more basic meaning refers to falling down suddenly)"
"He is trying to buttress his argument with a lot of irrelevant facts, but it is still so shaky that it will easily fall apart under criticism.","['buttress', 'shaky', 'fall apart']","- He: NO (pronoun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- trying: NO (verb, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- buttress: YES (verb, more basic meaning refers to providing support or reinforcement for a wall or structure)
- his: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- with: NO (preposition, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- lot: NO (noun, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- irrelevant: YES (adjective, more basic meaning refers to not relevant or not applicable)
- facts: NO (noun, basic meaning is the same)
- but: NO (conjunction, basic meaning is the same)
- it: NO (pronoun, basic meaning is the same)
- still: NO (adverb, basic meaning is the same)
- so: NO (adverb, basic meaning is the same)
- shaky: YES (adjective, more basic meaning refers to unsteady or unstable)
- that: NO (conjunction, basic meaning is the same)
- will: NO (verb, basic meaning is the same)
- easily: NO (adverb, basic meaning is the same)
- fall: YES (verb, more basic meaning refers to moving downward due to gravity)
- apart: YES (adverb, more basic meaning refers to being separated or disassembled)
- under: NO (preposition, basic meaning is the same)
- criticism: NO (noun, basic meaning is the same)"
"With the groundwork you've got, you can construct a pretty strong argument.","['groundwork', 'construct', 'strong']","- With: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- groundwork: YES (noun, more basic meaning refers to the solid base or foundation for something)
- you've: NO (contraction, basic meaning is the same)
- got: NO (verb, basic meaning is the same)
- you: NO (pronoun, basic meaning is the same)
- can: NO (modal verb, basic meaning is the same)
- construct: YES (verb, more basic meaning refers to building or putting together)
- a: NO (indefinite article, basic meaning is the same)
- pretty: NO (adjective, basic meaning is the same)
- strong: NO (adjective, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)"
This is a roundabout argument.,['roundabout'],"- This: NO (pronoun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- roundabout: YES (adjective, more basic meaning refers to a circuitous route)
- argument: NO (noun, basic meaning is the same)"
