sentence,metaphorical_subsets,model_output
The University of Chicago was the birthplace of the nuclear age.,['birthplace'],"- The: NO (definite article, basic meaning is the same)
- University: NO (noun, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- Chicago: NO (proper noun, basic meaning is the same)
- was: NO (verb, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- birthplace: YES (noun, more basic meaning refers to the place where a person was born)
- of: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- nuclear: NO (adjective, basic meaning is the same)
- age: YES (noun, more basic meaning refers to the length of time someone has lived or something has existed)"
Edward Teller is the father of the hydrogen bomb.,['father'],"- Edward: NO (proper noun, basic meaning is the same)
- Teller: NO (proper noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- father: YES (noun, more basic meaning refers to a male parent)
- of: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- hydrogen: NO (noun, basic meaning is the same)
- bomb: NO (noun, basic meaning is the same)"
He shot the mayor out of desperation.,['out of'],"- He: NO (pronoun, basic meaning is the same)
- shot: YES (verb, more basic meaning refers to firing a gun)
- the: NO (definite article, basic meaning is the same)
- mayor: NO (noun, basic meaning is the same)
- out: NO (preposition, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- desperation: NO (noun, basic meaning is the same)"
He gave up his career out of love for his family.,['out of'],"- He: NO (pronoun, basic meaning is the same)
- gave: NO (verb, basic meaning is to present voluntarily without expecting compensation)
- up: YES (preposition, more basic meaning refers to a higher position or direction)
- his: NO (possessive pronoun, basic meaning is the same)
- career: NO (noun, basic meaning is the same)
- out: NO (preposition, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- love: NO (noun, basic meaning is the same)
- for: NO (preposition, basic meaning is the same)
- his: NO (possessive pronoun, basic meaning is the same)
- family: NO (noun, basic meaning is the same)"
His mother nearly went crazy from loneliness.,['from'],"- His: NO (possessive pronoun, basic meaning is the same)
- mother: NO (noun, basic meaning is the same)
- nearly: NO (adverb, basic meaning is the same)
- went: YES (verb, more basic meaning refers to physically moving from one place to another)
- crazy: YES (adjective, more basic meaning refers to being mentally deranged in a more severe or clinical sense)
- from: NO (preposition, basic meaning is the same)
- loneliness: NO (noun, basic meaning is the same)"
He dropped from exhaustion.,['from'],"- He: NO (pronoun, basic meaning is the same)
- dropped: YES (verb, more basic meaning refers to physically letting something fall)
- from: NO (preposition, basic meaning is the same)
- exhaustion: NO (noun, basic meaning is the same)"
He became a mathematician out of a passion for order.,['out of'],"""He became a mathematician out of a passion for order.""

- He: NO (pronoun, basic meaning is the same)
- became: NO (verb, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- mathematician: NO (noun, basic meaning is the same)
- out: YES (preposition, more basic meaning refers to moving from the inside to the outside)
- of: NO (preposition, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- passion: NO (noun, basic meaning is the same)
- for: NO (preposition, basic meaning is the same)
- order: YES (noun, more basic meaning refers to arrangement or sequence)"
We have set out to prove that bats are birds.,['set out'],"- We: NO (pronoun, basic meaning is the same)
- have: NO (auxiliary verb, basic meaning is the same)
- set: YES (verb, more basic meaning refers to placing something in a specific position)
- out: NO (adverb, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- prove: NO (verb, basic meaning is the same)
- that: NO (conjunction, basic meaning is the same)
- bats: NO (noun, basic meaning is the same)
- are: NO (verb, basic meaning is the same)
- birds: NO (noun, basic meaning is the same)"
"When we get to the next point, we shall see that philosophy is dead.",['When we get to the next point'],"""When we get to the next point, we shall see that philosophy is dead.""

- When: NO (conjunction, basic meaning is the same)
- we: NO (pronoun, basic meaning is the same)
- get: NO (verb, basic meaning is to obtain or receive, which is similar)
- to: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- next: NO (adjective, basic meaning is the same)
- point: YES (noun, more basic meaning refers to the sharp tip of an object)
- we: NO (pronoun, basic meaning is the same)
- shall: NO (modal verb, basic meaning is the same)
- see: YES (verb, more basic meaning refers to visual perception)
- that: NO (conjunction, basic meaning is the same)
- philosophy: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- dead: NO (adjective, basic meaning is the same)"
"So far, we've seen that no current theories will work.",['So far'],"""So far, we've seen that no current theories will work.""

- So: NO (conjunction/adverb, basic meaning is the same)
- far: NO (adverb, basic meaning is the same)
- we've: NO (contraction of ""we have"", basic meaning is the same)
- seen: YES (verb, more basic meaning refers to visual perception)
- that: NO (conjunction, basic meaning is the same)
- no: NO (determiner, basic meaning is the same)
- current: YES (adjective, more basic meaning refers to the flow of water or electricity)
- theories: NO (noun, basic meaning is the same)
- will: NO (modal verb, basic meaning is the same)
- work: YES (verb, more basic meaning refers to physical or mental effort)"
We will proceed in a step-by-step fashion.,"['proceed', 'step-by-step']","- We: NO (pronoun, basic meaning is the same)
- will: NO (auxiliary verb, basic meaning is the same)
- proceed: NO (verb, basic meaning is to move forward)
- in: NO (preposition, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- step-by-step: NO (adverb, describes a method or process, basic meaning is the same)
- fashion: YES (noun, more basic meaning refers to a manner of doing something, but historically refers to clothing style)"
Our goal is to show that hummingbirds are essential to military defense.,['goal'],"""Our goal is to show that hummingbirds are essential to military defense.""

- Our: NO (possessive pronoun, basic meaning is the same)
- goal: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- show: NO (verb, basic meaning is the same)
- that: NO (conjunction, basic meaning is the same)
- hummingbirds: NO (noun, basic meaning is the same)
- are: NO (verb, basic meaning is the same)
- essential: NO (adjective, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- military: NO (adjective, basic meaning is the same)
- defense: YES (noun, more basic meaning refers to the act of defending, usually in a physical or sports context)"
This observation points the way to an elegant solution.,['points the way to'],"""This observation points the way to an elegant solution.""

- This: NO (demonstrative pronoun, basic meaning is the same)
- observation: NO (noun, basic meaning is the act of observing, which is the same)
- points: YES (verb, more basic meaning refers to directing a finger or an object at something)
- the: NO (definite article, basic meaning is the same)
- way: NO (noun, basic meaning is a method or path, which is similar in this context)
- to: NO (preposition, basic meaning is the same)
- an: NO (indefinite article, basic meaning is the same)
- elegant: NO (adjective, basic meaning refers to something graceful and stylish, which is the same)
- solution: NO (noun, basic meaning is a means of solving a problem or dealing with a difficult situation, which is the same)"
We have arrived at a disturbing conclusion.,['arrived at'],"""We have arrived at a disturbing conclusion.""

- We: NO (pronoun, basic meaning is the same)
- have: NO (auxiliary verb, basic meaning is the same)
- arrived: NO (verb, basic meaning is to reach a destination, which is similar in this context)
- at: NO (preposition, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- disturbing: YES (adjective, more basic meaning refers to physically unsettling or bothering someone)
- conclusion: YES (noun, more basic meaning refers to the end or final part of something, less abstract than the idea of forming an opinion or judgment)"
He strayed from the line of the argument.,['strayed from the line of the argument'],"- He: NO (pronoun, basic meaning is the same)
- strayed: YES (verb, more basic meaning refers to physically wandering away)
- from: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- line: YES (noun, more basic meaning refers to a physical mark or cord)
- of: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)"
Do you follow my argument?,['follow'],"- Do: NO (verb, basic meaning is the same)
- you: NO (pronoun, basic meaning is the same)
- follow: YES (verb, more basic meaning refers to physically going after or behind someone or something)
- my: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)"
We covered a lot of ground.,['covered'],"- We: NO (pronoun, basic meaning is the same)
- covered: YES (verb, more basic meaning refers to physically placing something over or on top of something else)
- a: NO (indefinite article, basic meaning is the same)
- lot: NO (noun, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- ground: YES (noun, more basic meaning refers to the solid surface of the earth)"
We have already covered those points.,['covered'],"- We: NO (pronoun, basic meaning is the same)
- have: NO (auxiliary verb, basic meaning is the same)
- already: NO (adverb, basic meaning is the same)
- covered: YES (verb, more basic meaning refers to putting something over or on top of something else to protect or hide it)
- those: NO (demonstrative pronoun, basic meaning is the same)
- points: YES (noun, more basic meaning refers to the sharp tip of an object)"
We have covered a lot of ground in our argument.,"['covered', 'ground']","- We: NO (pronoun, basic meaning is the same)
- have: NO (auxiliary verb, basic meaning is the same)
- covered: YES (verb, more basic meaning refers to physically placing something over or on top of something else)
- a: NO (indefinite article, basic meaning is the same)
- lot: NO (noun, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- ground: YES (noun, more basic meaning refers to the solid surface of the earth)
- in: NO (preposition, basic meaning is the same)
- our: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)"
Let's go back to over the argument again.,['over'],"""Let's go back to over the argument again.""

- Let's: NO (contraction of ""let us"", basic meaning is the same)
- go: NO (verb, basic meaning is to move from one place to another)
- back: NO (adverb, basic meaning is the same, referring to returning to a previous place or state)
- to: NO (preposition, basic meaning is the same)
- over: YES (preposition, more basic meaning refers to being physically above something)
- the: NO (definite article, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- again: NO (adverb, basic meaning is the same, referring to one more time)"
You're getting off the subject.,['off'],"- You're: NO (contraction of ""you are"", basic meaning is the same)
- getting: NO (verb, basic meaning is the same)
- off: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- subject: YES (noun, more basic meaning refers to a person who is under the authority of a monarch)"
You're really onto something there.,['onto'],"- You're: NO (contraction of ""you are,"" basic meaning is the same)
- really: NO (adverb, basic meaning is the same)
- onto: YES (preposition, more basic meaning refers to being on top of a physical surface)
- something: NO (pronoun, basic meaning is the same)
- there: NO (adverb, basic meaning is the same)"
We're well on our way to solving this problem.,"['on', 'way']","- We're: NO (contraction of ""we are"", basic meaning is the same)
- well: YES (adverb, more basic meaning refers to being in good health)
- on: NO (preposition, basic meaning is the same)
- our: NO (possessive pronoun, basic meaning is the same)
- way: YES (noun, more basic meaning refers to a road or path)
- to: NO (preposition, basic meaning is the same)
- solving: NO (verb, basic meaning is the same)
- this: NO (demonstrative pronoun, basic meaning is the same)
- problem: NO (noun, basic meaning is the same)"
Your argument doesn't have much content.,['content'],"- Your: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- doesn't: NO (contraction of does not, basic meaning is the same)
- have: NO (verb, basic meaning is the same)
- much: NO (adverb, basic meaning is the same)
- content: YES (noun, more basic meaning refers to being satisfied or contained)"
That argument has holes in it.,['has holes in it'],"- That: NO (demonstrative pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- has: NO (verb, basic meaning is the same)
- holes: YES (noun, more basic meaning refers to physical openings or perforations)
- in: NO (preposition, basic meaning is the same)
- it: NO (pronoun, basic meaning is the same)"
"You don't have much of an argument, but his objections have even less substance.","['much of', 'less substance']","""You don't have much of an argument, but his objections have even less substance.""

- You: NO (pronoun, basic meaning is the same)
- don't: NO (contraction of do not, basic meaning is the same)
- have: NO (verb, basic meaning is the same)
- much: NO (adverb, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- an: NO (indefinite article, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- but: NO (conjunction, basic meaning is the same)
- his: NO (possessive pronoun, basic meaning is the same)
- objections: NO (noun, basic meaning is the same)
- have: NO (verb, basic meaning is the same)
- even: NO (adverb, basic meaning is the same)
- less: NO (comparative adverb, basic meaning is the same)
- substance: YES (noun, more basic meaning refers to a physical material or matter)"
Your argument is vacuous.,['vacuous'],"- Your: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- vacuous: YES (adjective, more basic meaning refers to empty space)"
I'm tired of your empty arguments.,['empty'],"- I'm: NO (contraction of ""I am"", basic meaning is the same)
- tired: NO (adjective, basic meaning refers to needing rest or sleep)
- of: NO (preposition, basic meaning is the same)
- your: NO (possessive pronoun, basic meaning is the same)
- empty: YES (adjective, more basic meaning refers to containing nothing, like an empty bottle)
- arguments: NO (noun, basic meaning is the same)"
You won't find that idea in his argument.,"['find', 'in']","- You: NO (pronoun, basic meaning is the same)
- won't: NO (contraction of will not, basic meaning is the same)
- find: NO (verb, basic meaning is the same)
- that: NO (demonstrative pronoun, basic meaning is the same)
- idea: NO (noun, basic meaning is the same)
- in: NO (preposition, basic meaning is the same)
- his: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)"
That conclusion falls out of my argument.,['falls out of'],"- That: NO (demonstrative pronoun, basic meaning is the same)
- conclusion: NO (noun, basic meaning is the same)
- falls: YES (verb, more basic meaning refers to physically dropping or descending)
- out: NO (adverb, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- my: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)"
Your argument won't hold water.,"[""won't hold water""]","- Your: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- won't: NO (contraction of will not, basic meaning is the same)
- hold: YES (verb, more basic meaning refers to physically grasping or containing something)
- water: NO (noun, basic meaning is the same)"
Those points are central to the argument – the rest is peripheral.,"['central', 'peripheral']","""Those points are central to the argument – the rest is peripheral.""

- Those: NO (demonstrative pronoun, basic meaning is the same)
- points: YES (noun, more basic meaning refers to sharp tips or dots)
- are: NO (verb, basic meaning is the same)
- central: YES (adjective, more basic meaning refers to being in the center, physically)
- to: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- rest: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- peripheral: YES (adjective, more basic meaning refers to being on the edge or boundary, physically)"
I still haven't gotten to the core of his argument.,['core'],"- I: NO (pronoun, basic meaning is the same)
- still: NO (adverb, basic meaning is the same in this context as remaining in a certain state)
- haven't: NO (contraction of have not, basic meaning is the same)
- gotten: NO (past participle of get, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- core: YES (noun, more basic meaning refers to the central part of a fruit)
- of: NO (preposition, basic meaning is the same)
- his: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)"
At this point our argument doesn't have much content.,"['At this point', 'much content']","""At this point our argument doesn't have much content.""

- At: NO (preposition, basic meaning is the same)
- this: NO (demonstrative pronoun, basic meaning is the same)
- point: YES (noun, more basic meaning refers to a sharp tip)
- our: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- doesn't: NO (contraction of does not, basic meaning is the same)
- have: NO (verb, basic meaning is the same)
- much: NO (adverb, basic meaning is the same)
- content: YES (noun, more basic meaning refers to being satisfied or contented)"
"In what we've done so far, we have provided the core of our argument.","['In', 'so far', 'core']","""In what we've done so far, we have provided the core of our argument.""

- In: NO (preposition, basic meaning is the same)
- what: NO (pronoun, basic meaning is the same)
- we've: NO (contraction of ""we have"", basic meaning is the same)
- done: NO (verb, basic meaning is the same)
- so: NO (adverb, basic meaning is the same)
- far: NO (adverb, basic meaning is the same)
- we: NO (pronoun, basic meaning is the same)
- have: NO (verb, basic meaning is the same)
- provided: NO (verb, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- core: YES (noun, more basic meaning refers to the central part of a fruit)
- of: NO (preposition, basic meaning is the same)
- our: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)"
"If we keep going the way we're going, we'll fit all the facts in.","[""going the way we're going"", 'fit all the facts in']","""If we keep going the way we're going, we'll fit all the facts in.""

- If: NO (conjunction, basic meaning is the same)
- we: NO (pronoun, basic meaning is the same)
- keep: YES (verb, more basic meaning refers to holding or retaining something physically)
- going: YES (verb, more basic meaning refers to physically moving)
- the: NO (definite article, basic meaning is the same)
- way: YES (noun, more basic meaning refers to a road or path)
- we're: NO (contraction of ""we are"", basic meaning is the same)
- going: YES (verb, more basic meaning refers to physically moving)
- we'll: NO (contraction of ""we will"", basic meaning is the same)
- fit: YES (verb, more basic meaning refers to physically inserting something into a space)
- all: NO (adverb, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- facts: NO (noun, basic meaning is the same)
- in: NO (preposition, basic meaning is the same)"
We've got the framework for a solid argument.,"['framework', 'solid']","""We've got the framework for a solid argument.""
- We've: NO (contraction of ""we have"", basic meaning is the same)
- got: NO (verb, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- framework: YES (noun, more basic meaning refers to a physical structure)
- for: NO (preposition, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- solid: YES (adjective, more basic meaning refers to the physical state of matter)
- argument: NO (noun, basic meaning is the same)"
"If you don't support your argument with solid facts, the whole thing will collapse.","['support', 'solid', 'collapse']","- If: NO (conjunction, basic meaning is the same)
- you: NO (pronoun, basic meaning is the same)
- don't: NO (contraction of do not, basic meaning is the same)
- support: YES (verb, more basic meaning refers to physically holding something up)
- your: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- with: NO (preposition, basic meaning is the same)
- solid: NO (adjective, basic meaning refers to the physical state of matter)
- facts: NO (noun, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- whole: NO (adjective, basic meaning is the same)
- thing: NO (noun, basic meaning is the same)
- will: NO (auxiliary verb, basic meaning is the same)
- collapse: YES (verb, more basic meaning refers to a physical structure falling down)"
"He is trying to buttress his argument with a lot of irrelevant facts, but it is still so shaky that it will easily fall apart under criticism.","['buttress', 'shaky', 'fall apart']","""He is trying to buttress his argument with a lot of irrelevant facts, but it is still so shaky that it will easily fall apart under criticism.""

- He: NO (pronoun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- trying: NO (verb, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- buttress: YES (verb, more basic meaning refers to supporting a structure physically)
- his: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- with: NO (preposition, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- lot: NO (noun, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- irrelevant: NO (adjective, basic meaning is the same)
- facts: NO (noun, basic meaning is the same)
- but: NO (conjunction, basic meaning is the same)
- it: NO (pronoun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- still: NO (adverb, basic meaning is the same)
- so: NO (adverb, basic meaning is the same)
- shaky: NO (adjective, basic meaning is the same)
- that: NO (conjunction, basic meaning is the same)
- it: NO (pronoun, basic meaning is the same)
- will: NO (modal verb, basic meaning is the same)
- easily: NO (adverb, basic meaning is the same)
- fall: NO (verb, basic meaning is the same)
- apart: NO (adverb, basic meaning is the same)
- under: NO (preposition, basic meaning is the same)
- criticism: NO (noun, basic meaning is the same)"
"With the groundwork you've got, you can construct a pretty strong argument.","['groundwork', 'construct', 'strong']","- With: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- groundwork: YES (noun, more basic meaning refers to the physical preparation of ground for building)
- you've: NO (contraction of ""you have"", basic meaning is the same)
- got: NO (verb, basic meaning is the same)
- you: NO (pronoun, basic meaning is the same)
- can: NO (modal verb, basic meaning is the same)
- construct: YES (verb, more basic meaning refers to building structures)
- a: NO (indefinite article, basic meaning is the same)
- pretty: NO (adverb/adjective, basic meaning is the same)
- strong: NO (adjective, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)"
This is a roundabout argument.,['roundabout'],"- This: NO (demonstrative pronoun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- roundabout: YES (adjective, more basic meaning refers to a circular road junction)
- argument: NO (noun, basic meaning is the same)"
We need to go into this further in order to see clearly what's involved.,"['go into this further', 'see clearly']","- We: NO (pronoun, basic meaning is the same)
- need: NO (verb, basic meaning is the same)
- to: NO (infinitive marker, basic meaning is the same)
- go: NO (verb, basic meaning is the same)
- into: NO (preposition, basic meaning is the same)
- this: NO (demonstrative pronoun, basic meaning is the same)
- further: YES (adverb, more basic meaning refers to a greater physical distance)
- in: NO (preposition, basic meaning is the same)
- order: YES (noun, more basic meaning refers to arrangement or sequence)
- to: NO (infinitive marker, basic meaning is the same)
- see: NO (verb, basic meaning is the same)
- clearly: NO (adverb, basic meaning is the same)
- what's: NO (contraction of what is, basic meaning is the same)
- involved: YES (verb, more basic meaning refers to being physically entangled or wrapped up)"
"You have all the right ideas in your argument, but the argument is still not transparent.","['in', 'still', 'transparent']","- You: NO (pronoun, basic meaning is the same)
- have: NO (verb, basic meaning is the same)
- all: NO (adjective, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- right: YES (adjective, more basic meaning refers to a direction, opposite of left)
- ideas: NO (noun, basic meaning is the same)
- in: NO (preposition, basic meaning is the same)
- your: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- but: NO (conjunction, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- still: NO (adverb, basic meaning is the same)
- not: NO (adverb, basic meaning is the same)
- transparent: YES (adjective, more basic meaning refers to a material that allows light to pass through so that objects behind can be distinctly seen)"
These ideas form the solid core of the argument.,['solid core'],"- These: NO (demonstrative pronoun, basic meaning is the same)
- ideas: NO (noun, basic meaning is the same)
- form: NO (verb, basic meaning is to shape or create, which is similar in this context)
- the: NO (definite article, basic meaning is the same)
- solid: NO (adjective, basic meaning is the same)
- core: NO (noun, basic meaning is the central part of something, similar in this context)
- of: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)"
"We've got a foundation for the argument, now we need a solid framework.","['foundation', 'solid framework']","""We've got a foundation for the argument, now we need a solid framework.""

- We've: NO (contraction of ""we have"", basic meaning is the same)
- got: NO (verb, basic meaning is to obtain or possess)
- a: NO (indefinite article, basic meaning is the same)
- foundation: YES (noun, more basic meaning refers to the underlying base or support of a building)
- for: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- now: NO (adverb, basic meaning is the same)
- we: NO (pronoun, basic meaning is the same)
- need: NO (verb, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- solid: NO (adjective, basic meaning is the same)
- framework: YES (noun, more basic meaning refers to a physical structure designed to support something)"
We have now constructed most of the argument.,['have now constructed most of the argument'],"- We: NO (pronoun, basic meaning is the same)
- have: NO (auxiliary verb, basic meaning is the same)
- now: NO (adverb, basic meaning is the same)
- constructed: YES (verb, more basic meaning refers to building something physically)
- most: NO (adjective, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)"
This is a shallow argument; it needs more foundation.,"['shallow', 'foundation']","""This is a shallow argument; it needs more foundation.""

- This: NO (demonstrative pronoun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- shallow: YES (adjective, more basic meaning refers to physical depth, like a shallow pool)
- argument: NO (noun, basic meaning is the same)
- it: NO (pronoun, basic meaning is the same)
- needs: NO (verb, basic meaning is the same)
- more: NO (adjective, basic meaning is the same)
- foundation: YES (noun, more basic meaning refers to the physical base of a building)"
We have gone over these ideas in great depth.,"['gone over', 'in great depth']","- We: NO (pronoun, basic meaning is the same)
- have: NO (auxiliary verb, basic meaning is the same)
- gone: NO (verb, basic meaning is the same)
- over: YES (preposition, more basic meaning refers to being physically above something)
- these: NO (demonstrative pronoun, basic meaning is the same)
- ideas: NO (noun, basic meaning is the same)
- in: NO (preposition, basic meaning is the same)
- great: NO (adjective, basic meaning is the same)
- depth: NO (noun, basic meaning is the same)"
You haven't gotten to the deepest points yet – those at the core of the argument.,"['deepest', 'core']","- You: NO (pronoun, basic meaning is the same)
- haven't: NO (contraction of have not, basic meaning is the same)
- gotten: NO (past participle of get, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- deepest: NO (superlative form of deep, basic meaning is the same)
- points: YES (noun, more basic meaning refers to the sharp tip of an object)
- yet: NO (adverb, basic meaning is the same)
- those: NO (demonstrative pronoun, basic meaning is the same)
- at: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- core: YES (noun, more basic meaning refers to the central part of a fruit)
- of: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)"
We have come to a point where we must explore the issues at a deeper level.,"['come to a point', 'explore', 'deeper level']","""We have come to a point where we must explore the issues at a deeper level.""

- We: NO (pronoun, basic meaning is the same)
- have: NO (auxiliary verb, basic meaning is the same)
- come: NO (verb, basic meaning is to move toward something)
- to: NO (preposition, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- point: YES (noun, more basic meaning refers to the sharp tip of an object)
- where: NO (adverb, basic meaning is the same)
- we: NO (pronoun, basic meaning is the same)
- must: NO (modal verb, basic meaning is the same)
- explore: NO (verb, basic meaning is to travel through an unknown area to learn about it)
- the: NO (definite article, basic meaning is the same)
- issues: NO (noun, basic meaning is the same)
- at: NO (preposition, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- deeper: YES (comparative adjective, more basic meaning refers to something further down in physical space)
- level: YES (noun, more basic meaning refers to a flat or even surface)"
We will be going deeply into a variety of topics.,['going deeply into'],"- We: NO (pronoun, basic meaning is the same)
- will: NO (auxiliary verb, basic meaning is the same)
- be: NO (auxiliary verb, basic meaning is the same)
- going: YES (verb, more basic meaning refers to physically moving from one place to another)
- deeply: YES (adverb, more basic meaning refers to the physical depth of something)
- into: NO (preposition, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- variety: NO (noun, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- topics: NO (noun, basic meaning is the same)"
"As we go along, we will go through these issues in depth.","['As we go along', 'in depth']","""As we go along, we will go through these issues in depth.""

- As: NO (conjunction, basic meaning is the same)
- we: NO (pronoun, basic meaning is the same)
- go: NO (verb, basic meaning is the same)
- along: NO (adverb, basic meaning is the same)
- we: NO (pronoun, basic meaning is the same)
- will: NO (auxiliary verb, basic meaning is the same)
- go: NO (verb, basic meaning is the same)
- through: YES (preposition, more basic meaning refers to moving physically from one side to the other)
- these: NO (demonstrative pronoun, basic meaning is the same)
- issues: NO (noun, basic meaning is the same)
- in: NO (preposition, basic meaning is the same)
- depth: YES (noun, more basic meaning refers to the physical dimension from the top to the bottom)"
We have now covered all the topics at the appropriate levels.,"['covered', 'at the appropriate levels']","""We have now covered all the topics at the appropriate levels.""
- We: NO (pronoun, basic meaning is the same)
- have: NO (auxiliary verb, basic meaning is the same)
- now: NO (adverb, basic meaning is the same)
- covered: YES (verb, more basic meaning refers to putting something over or on top of something else to protect or hide it)
- all: NO (determiner, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- topics: NO (noun, basic meaning is the same)
- at: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- appropriate: NO (adjective, basic meaning is the same)
- levels: NO (noun, basic meaning is the same)"
So far we have constructed the core of our argument.,"['So far', 'constructed', 'core']","""So far we have constructed the core of our argument.""
- So: NO (adverb, basic meaning is the same)
- far: NO (adverb, basic meaning is the same)
- we: NO (pronoun, basic meaning is the same)
- have: NO (auxiliary verb, basic meaning is the same)
- constructed: YES (verb, more basic meaning refers to building something physically)
- the: NO (definite article, basic meaning is the same)
- core: YES (noun, more basic meaning refers to the central part of a fruit)
- of: NO (preposition, basic meaning is the same)
- our: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)"
